id,name,description,descriptionHTML,mail,website,instagramHandle,facebookHandle,twitterHandle,linkedinHandle,discordLink,telegramLink,youtubeChannel,tiktokHandle,Social,Treffen,Adresse,Anmerkungen
Hochschulrudern,Hochschulrudern Konstanz,"Wir sind eine Gruppe von 15 bis 20 Studenten der HTWG und der Universität, die sich regelmäßig zum Rudern treffen. Unser Ziel ist die Teilnahme an den Deutschen Hochschulmeisterschaften. Außerdem starten wir auf verschiedenen Regatten im In- und Ausland. 

Falls auch Du bereits Erfahrung im Rudern besitzt und Lust auf Rennrudern hast, melde Dich gerne bei uns!
Wir treffen uns für etwa 3 Trainingseinheiten à 90 Minuten pro Woche am RV Neptun Konstanz.

Anfängern empfehlen wir die Grundkurse beim Hochschulsport im Sommersemester oder eine Anfrage per E-Mail.","<p>Wir sind eine Gruppe von 15 bis 20 Studenten der HTWG und der Universität, die sich regelmäßig zum Rudern treffen. Unser Ziel ist die Teilnahme an den Deutschen Hochschulmeisterschaften. Außerdem starten wir auf verschiedenen Regatten im In- und Ausland.</p>
<p>Falls auch Du bereits Erfahrung im Rudern besitzt und Lust auf Rennrudern hast, melde Dich gerne bei uns! Wir treffen uns für etwa 3 Trainingseinheiten à 90 Minuten pro Woche am RV Neptun Konstanz.</p>
<p>Anfängern empfehlen wir die Grundkurse beim Hochschulsport im Sommersemester oder eine Anfrage per E-Mail.</p>
",hochschulrudern.hsg@uni-konstanz.de,https://www.rvneptun.de/rudergruppen-sommer.html,https://www.instagram.com/hochschulrudern.konstanz,https://www.facebook.com/hochschulrudern.konstanz,,,,,,,,"3-7 Trainingstermine/Woche á 90 Minuten; RV Neptun Konstanz
",,Instagram Meme-Page (veraltet?):  @fatergosllc
GreenOffice,Green Office,"Das Green Office ist das Büro für nachhaltige Entwicklung der Universität Konstanz. Es wird studentisch geführt und ist das erste seiner Art an einer deutschen Universität.

Wir haben uns die nachhaltige Gestaltung sämtlicher Bereiche der Universität zum Ziel gesetzt – in der Lehre, in der Forschung und im Betrieb Universität an sich. In Nachhaltigkeitsfragen verstehen wir uns als ersten Ansprechpartner von sämtlichen Organisationseinheiten der Universität, der Studierenden und der Beschäftigten. Wir wollen ein ganzheitliches Bewusstsein für Nachhaltigkeit vermitteln und Sie alle dazu befähigen, nicht nur an unserer Universität, sondern auch darüber hinaus an einer gerechten und verantwortungsbewussten Gesellschaft mitzuwirken.

Wir sind ein kleines und junges Team und jederzeit offen für kreative, engagierte Köpfe und fleißige Hände, die uns bei der Verwirklichung unserer Vision helfen wollen!","<p>Das Green Office ist das Büro für nachhaltige Entwicklung der Universität Konstanz. Es wird studentisch geführt und ist das erste seiner Art an einer deutschen Universität.</p>
<p>Wir haben uns die nachhaltige Gestaltung sämtlicher Bereiche der Universität zum Ziel gesetzt – in der Lehre, in der Forschung und im Betrieb Universität an sich. In Nachhaltigkeitsfragen verstehen wir uns als ersten Ansprechpartner von sämtlichen Organisationseinheiten der Universität, der Studierenden und der Beschäftigten. Wir wollen ein ganzheitliches Bewusstsein für Nachhaltigkeit vermitteln und Sie alle dazu befähigen, nicht nur an unserer Universität, sondern auch darüber hinaus an einer gerechten und verantwortungsbewussten Gesellschaft mitzuwirken.</p>
<p>Wir sind ein kleines und junges Team und jederzeit offen für kreative, engagierte Köpfe und fleißige Hände, die uns bei der Verwirklichung unserer Vision helfen wollen!</p>
",greenoffice@uni-konstanz.de,https://www.uni-konstanz.de/universitaet/nachhaltige-entwicklung/institutionelle-verankerung/green-office/,https://www.instagram.com/greenofficekn/,https://www.facebook.com/GreenOfficeKonstanz/,,,,,,,,,,
UniChor,Universitätschor,"Der Universitätschor Konstanz wurde 1977 von seinem langjährigen Leiter UMD Peter Bauer gegründet und bildet seither einen wichtigen Bestandteil des kulturellen Lebens der Universität, der Stadt und der Region.

Im aktuellen Chorjahr wird der Chor mit seinem neuen Chorleiter Reto Schärli das ""Stabat mater"" für Soli, Chor und Orchester, op. 58 von Antonin Dvorak (1841-1904) erarbeiten.

[Probentermine](https://www.uni-konstanz.de/chor/termine/)

Wir bitten interessierte neue Chormitglieder, sich per Mail mit unserem [Chorleiter](reto.schaerli@uni-konstanz.de) in Verbindung zu setzen. Allgemeine Anfragen an den Chor richtet bitte an die Mailadresse der [Chormitglieder](unichor@uni-konstanz.de).","<p>Der Universitätschor Konstanz wurde 1977 von seinem langjährigen Leiter UMD Peter Bauer gegründet und bildet seither einen wichtigen Bestandteil des kulturellen Lebens der Universität, der Stadt und der Region.</p>
<p>Im aktuellen Chorjahr wird der Chor mit seinem neuen Chorleiter Reto Schärli das Stabat mater für Soli, Chor und Orchester, op. 58 von Antonin Dvorak (1841-1904) erarbeiten.</p>
<p><a href=""https://www.uni-konstanz.de/chor/termine/"">Probentermine</a></p>
<p>Wir bitten interessierte neue Chormitglieder, sich per Mail mit unserem <a href=""reto.schaerli@uni-konstanz.de"">Chorleiter</a> in Verbindung zu setzen. Allgemeine Anfragen an den Chor richtet bitte an die Mailadresse der <a href=""unichor@uni-konstanz.de"">Chormitglieder</a>.</p>
",unichor@uni-konstanz.de,https://www.uni-konstanz.de/chor/,,https://www.facebook.com/people/Universit%C3%A4tschor-Konstanz/100064427600200/,,,,,,,,,,
UniOrchester,Universitätsorchester Konstanz,"Wir sind ein Sinfonieorchester mit regelmäßig etwa 60 meist studentischen Mitgliedern, das sich vor allem Werken der Klassik, der Romantik und des 20. Jahrhunderts widmet.

Das Orchester erarbeitet in jedem Semester ein anspruchsvolles Programm, bei dem neben bekannten Werken stets auch lohnende Entdeckungen stehen.

Neben den regelmäßigen Aufführungen in der Universität und in der Region hat das Orchester auch mehrfach Konzertreisen nach Frankreich und Italien unternommen (Grenoble, Bologna) oder in kleinerer Besetzung den Universitätschor bei Konzertreisen begleitet (u.a. Venedig, Warschau, Kiew).

Kammermusikalisch interessierte Orchestermitglieder finden im Uniorchester Mitspielerinnen und Mitspieler. Auch Nichtstudenten sind als Orchestermitglieder herzlich willkommen.","<p>Wir sind ein Sinfonieorchester mit regelmäßig etwa 60 meist studentischen Mitgliedern, das sich vor allem Werken der Klassik, der Romantik und des 20. Jahrhunderts widmet.</p>
<p>Das Orchester erarbeitet in jedem Semester ein anspruchsvolles Programm, bei dem neben bekannten Werken stets auch lohnende Entdeckungen stehen.</p>
<p>Neben den regelmäßigen Aufführungen in der Universität und in der Region hat das Orchester auch mehrfach Konzertreisen nach Frankreich und Italien unternommen (Grenoble, Bologna) oder in kleinerer Besetzung den Universitätschor bei Konzertreisen begleitet (u.a. Venedig, Warschau, Kiew).</p>
<p>Kammermusikalisch interessierte Orchestermitglieder finden im Uniorchester Mitspielerinnen und Mitspieler. Auch Nichtstudenten sind als Orchestermitglieder herzlich willkommen.</p>
",uniorchester@uni-konstanz.de,https://www.uni-konstanz.de/hsg/uniorchester/,,,,,,,,,,,,
UTK,Unitheater Konstanz,"Bock auf Theater? Wir auch! Wir sind das Unitheater Konstanz und unser Anspruch ist es in jedem Semester professionelle und innovative Projekte für Alle zu ermöglichen und dabei natürlich viel Spaß miteinander zu haben. Egal, ob Bühnenproduktion, Textwerkstatt, oder Tanzprojekt – bei uns wird gekünstlert.

Du stehst gern auf der Bühne? Schreibst gern? Liest gern?

Diskutierst gern? Drehst Du gerne an Knöpfen rum und freust dich, wenn die Beleuchtung sitzt? Hast Du ein Händchen für Design, Social Media und hast Lust, kreative Projekte organisatorisch zu unterstützen? Oder willst Du einfach neue Leute kennenlernen?

Komm vorbei! Wir freuen uns über jedes neue Gesicht!","<p>Bock auf Theater? Wir auch! Wir sind das Unitheater Konstanz und unser Anspruch ist es in jedem Semester professionelle und innovative Projekte für Alle zu ermöglichen und dabei natürlich viel Spaß miteinander zu haben. Egal, ob Bühnenproduktion, Textwerkstatt, oder Tanzprojekt – bei uns wird gekünstlert.</p>
<p>Du stehst gern auf der Bühne? Schreibst gern? Liest gern?</p>
<p>Diskutierst gern? Drehst Du gerne an Knöpfen rum und freust dich, wenn die Beleuchtung sitzt? Hast Du ein Händchen für Design, Social Media und hast Lust, kreative Projekte organisatorisch zu unterstützen? Oder willst Du einfach neue Leute kennenlernen?</p>
<p>Komm vorbei! Wir freuen uns über jedes neue Gesicht!</p>
",unitheater@uni-konstanz.de,https://www.uni-konstanz.de/theater/,https://www.instagram.com/unitheaterkonstanz/,https://www.facebook.com/unitheaterkonstanz,,,,,https://www.youtube.com/@UniTheaterKonstanzArchives,,,,,
ALW,Ausschuss für Lehre und Weiterbildung (ALW),"Der ALW ist unser Gremium als Studis! Hier geht es um alles, das Studium und Lehre betrifft, und wir haben einen recht hohen Stimmanteil in dem Gremium.
Sämtliche Studiengänge werden z.B. alle vier Jahre ausführlich im ALW besprochen und wir schauen, ob Änderungen an Prüfungsordnung oder ähnlichem nötig sind um den Studiengang zu verbessern. Aber auch außerhalb von diesem Zyklus gehen alle Änderungen von Prüfungsordnungen oder die Schaffung von neuen Studiengängen immer auch durch den ALW und man kann hier die studentische Perspektive sehr gut einbringen, weil es im Gegensatz zu den anderen Gremien der Universität ganz ausdrücklich nur um Lehrfragen geht.

[Zur Website](https://www.uni-konstanz.de/universitaet/leitung-organisation-und-verwaltung/gremien-und-ausschuesse/ausschuesse-der-universitaet-konstanz/ausschuss-fuer-lehre-und-weiterbildung-alw/)","<p>Der ALW ist unser Gremium als Studis! Hier geht es um alles, das Studium und Lehre betrifft, und wir haben einen recht hohen Stimmanteil in dem Gremium. Sämtliche Studiengänge werden z.B. alle vier Jahre ausführlich im ALW besprochen und wir schauen, ob Änderungen an Prüfungsordnung oder ähnlichem nötig sind um den Studiengang zu verbessern. Aber auch außerhalb von diesem Zyklus gehen alle Änderungen von Prüfungsordnungen oder die Schaffung von neuen Studiengängen immer auch durch den ALW und man kann hier die studentische Perspektive sehr gut einbringen, weil es im Gegensatz zu den anderen Gremien der Universität ganz ausdrücklich nur um Lehrfragen geht.</p>
<p><a href=""https://www.uni-konstanz.de/universitaet/leitung-organisation-und-verwaltung/gremien-und-ausschuesse/ausschuesse-der-universitaet-konstanz/ausschuss-fuer-lehre-und-weiterbildung-alw/"">Zur Website</a></p>
",,,,,,,,,,,,,,
AFF,Ausschuss für Forschungsfragen (AFF),"Der Ausschuss für Forschungsfragen (AFF) wirkt bei der Entwicklung des Forschungsprofils der Universität mit. Er begutachtet interne Anträge auf die leistungsbezogene Anschub- und Kofinanzierung von Forschungsvorhaben und erarbeitet Förderempfehlungen an das Rektorat. Den Vorsitz führt der Prorektor für Forschung, Karriereentwicklung und Forschungsinfrastrukturen.","<p>Der Ausschuss für Forschungsfragen (AFF) wirkt bei der Entwicklung des Forschungsprofils der Universität mit. Er begutachtet interne Anträge auf die leistungsbezogene Anschub- und Kofinanzierung von Forschungsvorhaben und erarbeitet Förderempfehlungen an das Rektorat. Den Vorsitz führt der Prorektor für Forschung, Karriereentwicklung und Forschungsinfrastrukturen.</p>
",,https://www.uni-konstanz.de/universitaet/leitung-organisation-und-verwaltung/gremien-und-ausschuesse/ausschuesse-der-universitaet-konstanz/ausschuss-fuer-forschungsfragen-aff/,,,,,,,,,,,,
AKI,Auschuss für Kommunikation und Information (AKI),"Der Ausschuss für Kommunikation und Information (AKI) berät [Rektorat](https://www.uni-konstanz.de/universitaet/leitung-organisation-und-verwaltung/rektorat/) und [Senat](https://www.uni-konstanz.de/universitaet/leitung-organisation-und-verwaltung/senat/) in Angelegenheiten der Informationsinfrastruktur (Bibliothek, elektronische Kommunikation, Nachrichtentechnik und Archive) und entscheidet über die Verteilung der Bibliotheksmittel.","<p>Der Ausschuss für Kommunikation und Information (AKI) berät <a href=""https://www.uni-konstanz.de/universitaet/leitung-organisation-und-verwaltung/rektorat/"">Rektorat</a> und <a href=""https://www.uni-konstanz.de/universitaet/leitung-organisation-und-verwaltung/senat/"">Senat</a> in Angelegenheiten der Informationsinfrastruktur (Bibliothek, elektronische Kommunikation, Nachrichtentechnik und Archive) und entscheidet über die Verteilung der Bibliotheksmittel.</p>
",,https://www.uni-konstanz.de/universitaet/leitung-organisation-und-verwaltung/gremien-und-ausschuesse/ausschuesse-der-universitaet-konstanz/ausschuss-fuer-kommunikation-und-information-aki/,,,,,,,,,,,,
Gleichstellung,Gleichstellungsrat,"Der Gleichstellungsrat ist ein beratender Senatsausschuss der Universität Konstanz, der sich mit allen Fragen der Gleichstellung von Frauen und Männern sowie Diversity in Forschung und Lehre befasst. Er setzt sich aus ProfessorInnen, VertreterInnen des Mittelbaus, der Sektionen, der Studierenden und der Leiterin des Referats für Gleichstellung und Familienförderung sowie der Beauftragten für Chancengleichheit zusammen. Den Vorsitz führt die [Gleichstellungsbeauftragte](https://www.uni-konstanz.de/gleichstellungsreferat/gleichstellung-in-wissenschaft-und-studium/geschlechtergerechte-organisationsentwicklung/gleichstellungsbeauftragte-und-beauftragte-fuer-chancengleichheit/#c219762). Die ProfessorInnen sowie die VertreterInnen des Mittelbaus werden vom Senat für zwei Jahre gewählt, die Studierenden für ein Jahr.

Die [Einladungen](https://www.uni-konstanz.de/universitaet/leitung-organisation-und-verwaltung/gremien-und-ausschuesse/ausschuesse-der-universitaet-konstanz/gleichstellungsrat/einladungen/) und [Protokolle](https://www.uni-konstanz.de/universitaet/leitung-organisation-und-verwaltung/gremien-und-ausschuesse/ausschuesse-der-universitaet-konstanz/gleichstellungsrat/protokolle/) sind für Universitätsmitglieder nach Login einsehbar.","<p>Der Gleichstellungsrat ist ein beratender Senatsausschuss der Universität Konstanz, der sich mit allen Fragen der Gleichstellung von Frauen und Männern sowie Diversity in Forschung und Lehre befasst. Er setzt sich aus ProfessorInnen, VertreterInnen des Mittelbaus, der Sektionen, der Studierenden und der Leiterin des Referats für Gleichstellung und Familienförderung sowie der Beauftragten für Chancengleichheit zusammen. Den Vorsitz führt die <a href=""https://www.uni-konstanz.de/gleichstellungsreferat/gleichstellung-in-wissenschaft-und-studium/geschlechtergerechte-organisationsentwicklung/gleichstellungsbeauftragte-und-beauftragte-fuer-chancengleichheit/#c219762"">Gleichstellungsbeauftragte</a>. Die ProfessorInnen sowie die VertreterInnen des Mittelbaus werden vom Senat für zwei Jahre gewählt, die Studierenden für ein Jahr.</p>
<p>Die <a href=""https://www.uni-konstanz.de/universitaet/leitung-organisation-und-verwaltung/gremien-und-ausschuesse/ausschuesse-der-universitaet-konstanz/gleichstellungsrat/einladungen/"">Einladungen</a> und <a href=""https://www.uni-konstanz.de/universitaet/leitung-organisation-und-verwaltung/gremien-und-ausschuesse/ausschuesse-der-universitaet-konstanz/gleichstellungsrat/protokolle/"">Protokolle</a> sind für Universitätsmitglieder nach Login einsehbar.</p>
",,https://www.uni-konstanz.de/universitaet/leitung-organisation-und-verwaltung/gremien-und-ausschuesse/ausschuesse-der-universitaet-konstanz/gleichstellungsrat/,,,,,,,,,,,,
VGMSGM,Arbeitskreis Studentisches Gesundheitsmanagement,"Den Arbeitskreis Studentisches Gesundheitsmanagement (SGM) gibt es seit 2023. Im Rahmen des Projektes ""Health Empowerment"", das u.a. von Studierenden erkämpft wurde, sollen die Gesundheits- und Unterstützungsangebote für Studierende übersichtlich gesammelt und ausgebaut/verbessert werden. Dabei geht es vor allem auch um Studienbedingungen, die ein gesundes Studieren ermöglichen.

Ein starkes SGM lebt von der Beteiligung der Studierenden und unseren Themen, Ideen und Tatkraft. Bei Interesse oder Fragen schreibe gern einfach den aktuell gewählten Vertreter*innen: Caroline Meinshausen & Moritz Werle.

[Zur Website](https://www.uni-konstanz.de/abteilung-fuer-akademische-und-internationale-angelegenheiten/universitaeres-gesundheitsmanagement/studentisches-gesundheitsmanagement-sgm/)","<p>Den Arbeitskreis Studentisches Gesundheitsmanagement (SGM) gibt es seit 2023. Im Rahmen des Projektes Health Empowerment, das u.a. von Studierenden erkämpft wurde, sollen die Gesundheits- und Unterstützungsangebote für Studierende übersichtlich gesammelt und ausgebaut/verbessert werden. Dabei geht es vor allem auch um Studienbedingungen, die ein gesundes Studieren ermöglichen.</p>
<p>Ein starkes SGM lebt von der Beteiligung der Studierenden und unseren Themen, Ideen und Tatkraft. Bei Interesse oder Fragen schreibe gern einfach den aktuell gewählten Vertreter*innen: Caroline Meinshausen &amp; Moritz Werle.</p>
<p><a href=""https://www.uni-konstanz.de/abteilung-fuer-akademische-und-internationale-angelegenheiten/universitaeres-gesundheitsmanagement/studentisches-gesundheitsmanagement-sgm/"">Zur Website</a></p>
",caroline.meinshausen@uni.kn,,,,,,,,,,,,,
FSK,Fachschaftskonferenz (FSK),"Die Fachschaftskonferenz, kurz FSK, besteht aus einem\*einer Vertreter\*in je Studienfachschaft und der FSK-Koordination. Sie vertritt die Studierenden in allen Fragen, die Lehre und Forschung unmittelbar betreffen. Darunter fallen Stellungnahmen zu Prüfungsordnungen, die Verwendung von Studiengebühren, Besetzungsvorschläge für universitäre Gremien und lehr- und forschungsrelevante Aufträge an die Referatsleiter*innen. Eine weitere wichtige Aufgabe der FSK ist der Austausch und die Koordination zwischen den Fachschaften.","<p>Die Fachschaftskonferenz, kurz FSK, besteht aus einem*einer Vertreter*in je Studienfachschaft und der FSK-Koordination. Sie vertritt die Studierenden in allen Fragen, die Lehre und Forschung unmittelbar betreffen. Darunter fallen Stellungnahmen zu Prüfungsordnungen, die Verwendung von Studiengebühren, Besetzungsvorschläge für universitäre Gremien und lehr- und forschungsrelevante Aufträge an die Referatsleiter*innen. Eine weitere wichtige Aufgabe der FSK ist der Austausch und die Koordination zwischen den Fachschaften.</p>
",fsk@uni-konstanz.de,https://www.stuve.uni-konstanz.de/uber-uns/die-fachschaftskonferenz/,,,,,,,,,,,,
Seezeit,Seezeit Vertreter*innen,"Derzeit vertreten 3 Studierende der Universität Konstanz Euch beim Studierendenwerk Seezeit.

Diese bringen eure Anliegen, Kritiken, Lob und Ideen vor und vertreten diese in den Beiratssitzungen. Die Seezeitvertreter*innen stehen im engen Kontakt zum Studierendenwerk Seezeit. Zusammen mit den drei Vertreter\*innen von der HTWG sind sie bezüglich Mensa, Wohnen und Betreuung der Kontakt zwischen Studis und Studierendenwerk.","<p>Derzeit vertreten 3 Studierende der Universität Konstanz Euch beim Studierendenwerk Seezeit.</p>
<p>Diese bringen eure Anliegen, Kritiken, Lob und Ideen vor und vertreten diese in den Beiratssitzungen. Die Seezeitvertreter*innen stehen im engen Kontakt zum Studierendenwerk Seezeit. Zusammen mit den drei Vertreter*innen von der HTWG sind sie bezüglich Mensa, Wohnen und Betreuung der Kontakt zwischen Studis und Studierendenwerk.</p>
",stuve.seezeitvertretung@uni-konstanz.de,https://www.stuve.uni-konstanz.de/uber-uns/vertreterinnen-bei-seezeit/,,,,,,,,,,,,
FSLehramt,Fachschaft Lehramt,"Hallöchen ihr alle, Wir, die Fachschaft Lehramt, sind ein bunt gemischter Haufen von Studis aus den verschiedensten Fachbereichen. Wir setzen uns zum einen für die Anliegen aller Lehramtsstudierenden ein. Zum anderen planen und organisieren wir aber auch viele gemeinsame Aktivitäten und Events für euch, wie z.B. das Lehramts-Frühstück, das Lehramts-Grillen im Sommer, das Bier-Pong-Turnier, sämtliche Ersti-Veranstaltungen, wie zum Beispiel die Ersti-Hütte, die Ersti Stadtrallye, die legendäre Kneipentour und noch vieles mehr, um euch den Start ins Studium zu erleichtern und euch auch während des Studiums auf Trab zu halten!
Natürlich engagieren wir uns auch unipolitisch, indem wir in engem Austausch mit der BiSe (Binational School of Education) und dem Qualitätsmanagement stehen und lehramtsorientierte Projekte fördern. So versuchen wir stets, das Lehramtsstudium mitzugestalten und zu verbessern.

Falls ihr auch Lust habt euch zu engagieren, neue Ideen einzubringen oder falls es irgendein Anliegen gibt, bei dem ihr euch nicht sicher seid, an wen ihr euch wenden sollt: Dann meldet euch bei uns und schreibt uns eine Mail, auf Insta oder kommt einfach mal in unserer wöchentlichen Sitzung vorbei (Dienstags 18:45 Uhr in H282).","<p>Hallöchen ihr alle, Wir, die Fachschaft Lehramt, sind ein bunt gemischter Haufen von Studis aus den verschiedensten Fachbereichen. Wir setzen uns zum einen für die Anliegen aller Lehramtsstudierenden ein. Zum anderen planen und organisieren wir aber auch viele gemeinsame Aktivitäten und Events für euch, wie z.B. das Lehramts-Frühstück, das Lehramts-Grillen im Sommer, das Bier-Pong-Turnier, sämtliche Ersti-Veranstaltungen, wie zum Beispiel die Ersti-Hütte, die Ersti Stadtrallye, die legendäre Kneipentour und noch vieles mehr, um euch den Start ins Studium zu erleichtern und euch auch während des Studiums auf Trab zu halten! Natürlich engagieren wir uns auch unipolitisch, indem wir in engem Austausch mit der BiSe (Binational School of Education) und dem Qualitätsmanagement stehen und lehramtsorientierte Projekte fördern. So versuchen wir stets, das Lehramtsstudium mitzugestalten und zu verbessern.</p>
<p>Falls ihr auch Lust habt euch zu engagieren, neue Ideen einzubringen oder falls es irgendein Anliegen gibt, bei dem ihr euch nicht sicher seid, an wen ihr euch wenden sollt: Dann meldet euch bei uns und schreibt uns eine Mail, auf Insta oder kommt einfach mal in unserer wöchentlichen Sitzung vorbei (Dienstags 18:45 Uhr in H282).</p>
",fachschaft.lehramt@uni-konstanz.de,https://www.bise.uni-konstanz.de/studienberatung/fachschaft-lehramt/,https://www.instagram.com/fachschaft.lehramt_kn/,,,,,,,,,,,
FSBiologie,Fachschaft Biologie,"Hello there! Du studierst Bio, oder Life-Science, ganz gleich ob Bachelor of Education oder Science? Dann sind wir Dein ultimativer Ansprechpartner bei allen Dingen rund ums Studium!
Wir sind die Fachschaft Biologie, offiziell der „Zusammenschluss aller Biologiestudierenden der Universität Konstanz“ – vor allem aber sind wir ein bunter Haufen Biostudis aus allen Semestern und mit allen möglichen Interessengebieten. Wir gestalten Deinen Studienalltag, sei es durch Partys, Hütten, und Deine Erstiwoche, oder aber auch durch direktes Mitwirken in hochschulpolitischen Angelegenheiten. Damit sind wir Deine erste Anlaufstelle, solltest Du Probleme haben, Tipps zu Klausuren brauchen, oder auch einfach nur mit anderen Bios feiern wollen.

Kurzum: wir sind dafür da, Dein Studium so angenehm wie es nur geht zu gestalten! Und wir brauchen immer Verstärkung! Du studierst Bio – also bist auch Du Teil der Fachschaft. Und damit kannst Du entscheiden, wie viel Du mit uns organisieren, veranstalten, und erleben möchtest. So oder so, wir freuen uns darauf, Dich kennenzulernen! :) Wir freuen uns auf Dich! Deine FS Bio. Weitere Infos findet ihr auf der Seite der FS Biologie.","<p>Hello there! Du studierst Bio, oder Life-Science, ganz gleich ob Bachelor of Education oder Science? Dann sind wir Dein ultimativer Ansprechpartner bei allen Dingen rund ums Studium! Wir sind die Fachschaft Biologie, offiziell der „Zusammenschluss aller Biologiestudierenden der Universität Konstanz“ – vor allem aber sind wir ein bunter Haufen Biostudis aus allen Semestern und mit allen möglichen Interessengebieten. Wir gestalten Deinen Studienalltag, sei es durch Partys, Hütten, und Deine Erstiwoche, oder aber auch durch direktes Mitwirken in hochschulpolitischen Angelegenheiten. Damit sind wir Deine erste Anlaufstelle, solltest Du Probleme haben, Tipps zu Klausuren brauchen, oder auch einfach nur mit anderen Bios feiern wollen.</p>
<p>Kurzum: wir sind dafür da, Dein Studium so angenehm wie es nur geht zu gestalten! Und wir brauchen immer Verstärkung! Du studierst Bio – also bist auch Du Teil der Fachschaft. Und damit kannst Du entscheiden, wie viel Du mit uns organisieren, veranstalten, und erleben möchtest. So oder so, wir freuen uns darauf, Dich kennenzulernen! :) Wir freuen uns auf Dich! Deine FS Bio. Weitere Infos findet ihr auf der Seite der FS Biologie.</p>
",fachschaft.biologie@uni-konstanz.de,https://www.biologie.uni-konstanz.de/fachschaft/,https://www.instagram.com/fachschaft.biologie,,,,https://discord.gg/BhNPNgX,,,,,,,
FSChemie,Fachschaft Chemie,"Wir sind die Fachschaft für alle, die in Richtung Chemie Studieren; also für Chemie, NanoScience, LifeScience und Lehramt Chemie. Wir kümmern uns um alle Belange der Studierenden. In Zusammenarbeit mit dem Fachbereich Chemie entscheiden wir zum Beispiel bei Prüfungsordnungen, Hochschulpolitik oder anderen wichtigen Entscheidungen mit, die euren Alltag als Studierende direkt betreffen.
Wir sind bemüht euch den Anfang des Studiums ein bisschen zu versüßen, dazu gehören soziale Veranstaltungen wie z.B. Kneipentour oder die Erstemesterhütte im schönen Österreich. Außerdem organisieren wir diverse Feste, programmieren den singenden Weihnachtsbaum und sind bei jeglichen Problemchen für euch erreichbar.

Antreffen kann man uns eigentlich immer, da unser Fachschaftsraum in L675 gleichzeitig als Aufenthaltsraum der Studierenden unseres Fachbereichs dient. Ihr findet also immer jemanden, der sich gerade ein Bierchen gönnt und euch weiterhelfen kann oder euch zu den richtigen Leuten schickt. 

Besonders gut trifft man uns jedoch Dienstagabends ab 18:15 Uhr, denn dann ist Fachschaftssitzung in L1201, zu der ihr herzlich eingeladen seid. Weitere Infos findet ihr außerdem auf der Seite der FS Chemie.","<p>Wir sind die Fachschaft für alle, die in Richtung Chemie Studieren; also für Chemie, NanoScience, LifeScience und Lehramt Chemie. Wir kümmern uns um alle Belange der Studierenden. In Zusammenarbeit mit dem Fachbereich Chemie entscheiden wir zum Beispiel bei Prüfungsordnungen, Hochschulpolitik oder anderen wichtigen Entscheidungen mit, die euren Alltag als Studierende direkt betreffen. Wir sind bemüht euch den Anfang des Studiums ein bisschen zu versüßen, dazu gehören soziale Veranstaltungen wie z.B. Kneipentour oder die Erstemesterhütte im schönen Österreich. Außerdem organisieren wir diverse Feste, programmieren den singenden Weihnachtsbaum und sind bei jeglichen Problemchen für euch erreichbar.</p>
<p>Antreffen kann man uns eigentlich immer, da unser Fachschaftsraum in L675 gleichzeitig als Aufenthaltsraum der Studierenden unseres Fachbereichs dient. Ihr findet also immer jemanden, der sich gerade ein Bierchen gönnt und euch weiterhelfen kann oder euch zu den richtigen Leuten schickt.</p>
<p>Besonders gut trifft man uns jedoch Dienstagabends ab 18:15 Uhr, denn dann ist Fachschaftssitzung in L1201, zu der ihr herzlich eingeladen seid. Weitere Infos findet ihr außerdem auf der Seite der FS Chemie.</p>
",fachschaft.chemie@uni-konstanz.de,https://www.chemie.uni-konstanz.de/fachschaft/,https://www.instagram.com/fachschaftchemie.konstanz,,,,,,,,,,,
FSFinanzmathematik,Fachschaft Finanzmathematik,"Hey ihr! Wir sind die Fachschaft Finanzmathematik, die kleinste hier an der Uni. Das erklärt wahrscheinlich, warum wir keinen eigenen Fachschaftsraum haben :) Dennoch treffen wir uns während der Vorlesungszeit regelmäßig zu unseren Sitzungen, zu denen alle FiMa-Studierenden herzlich willkommen sind!

In den universitären Gremien bringen wir die Anliegen und Interessen aller FiMa-Studierenden aktiv in den Universitätsalltag ein. Darüber hinaus organisieren wir jedes Jahr eine Weihnachtsfeier, ein Sommergrillen, Lernveranstaltungen und eine Einführungswoche. Somit bieten wir die Möglichkeit zum Austausch und natürlich auch jede Menge Spaß. Wir freuen uns darauf, euch alle kennenzulernen und gemeinsam eine coole Zeit zu haben!","<p>Hey ihr! Wir sind die Fachschaft Finanzmathematik, die kleinste hier an der Uni. Das erklärt wahrscheinlich, warum wir keinen eigenen Fachschaftsraum haben :) Dennoch treffen wir uns während der Vorlesungszeit regelmäßig zu unseren Sitzungen, zu denen alle FiMa-Studierenden herzlich willkommen sind!</p>
<p>In den universitären Gremien bringen wir die Anliegen und Interessen aller FiMa-Studierenden aktiv in den Universitätsalltag ein. Darüber hinaus organisieren wir jedes Jahr eine Weihnachtsfeier, ein Sommergrillen, Lernveranstaltungen und eine Einführungswoche. Somit bieten wir die Möglichkeit zum Austausch und natürlich auch jede Menge Spaß. Wir freuen uns darauf, euch alle kennenzulernen und gemeinsam eine coole Zeit zu haben!</p>
",fachschaft.mfoe@uni-konstanz.de,https://www.wiwi.uni-konstanz.de/fs-fima/,,,,,,,,,,,,
